MalePatients,FemalePatients,ColonCancerPatients,ThroatCancerPatients,SkinCancerPatients,CancerConditions
,493,12,40,22,Stable
220,166,40,,27,Remission
,119,11,38,40,Remission
322,435,49,5,,Stable
465,119,39,13,49,Stable
270,159,49,49,24,Remission
,476,1,13,6,Stable
390,181,,36,,Remission
473,105,41,23,15,Progressing
456,,8,12,1,Remission
105,138,49,0,35,Stable
,186,7,11,1,Progressing
391,180,2,41,48,Stable
483,267,8,23,37,Remission
151,225,12,36,9,Stable
470,220,8,19,13,Remission
241,149,30,5,26,Stable
359,178,24,11,14,Stable
249,106,43,20,,Remission
282,230,44,2,11,Progressing
482,295,7,26,42,Remission
276,193,46,45,32,Progressing
420,100,30,35,39,Progressing
188,417,44,16,21,Progressing
393,267,44,48,37,Progressing
354,153,30,45,43,Remission
198,432,16,14,47,Remission
164,,46,38,17,Progressing
499,306,,3,43,Progressing
112,395,,16,1,Progressing
153,205,45,37,28,Progressing
388,102,29,10,6,Progressing
408,,9,11,30,Progressing
205,,48,,40,Stable
322,,,31,17,Progressing
55,236,39,26,8,Stable
,413,17,43,7,Remission
233,199,,42,32,Remission
77,313,48,,4,Progressing
499,299,22,48,47,Remission
87,482,10,39,13,Remission
168,347,8,43,12,Progressing
342,460,23,28,10,Remission
420,472,24,8,19,Remission
293,260,24,42,22,Progressing
117,74,46,2,44,Progressing
263,,8,38,26,Progressing
267,390,11,28,14,Stable
226,201,10,20,29,Progressing
348,73,48,34,15,Remission
213,301,37,47,,Progressing
,109,27,9,39,Stable
318,483,7,22,17,Remission
357,416,,38,46,Stable
107,115,24,24,41,Remission
337,447,,23,22,Progressing
,102,,19,35,Stable
,465,49,14,37,Progressing
296,155,42,20,7,Remission
237,145,8,41,38,Progressing
132,225,40,11,28,Progressing
235,88,7,17,11,Remission
301,217,2,22,17,Stable
404,91,17,,49,Remission
,416,45,28,18,Remission
409,,34,40,35,Progressing
233,382,16,35,32,Remission
333,253,,4,4,Stable
,57,,38,38,Remission
475,331,49,25,27,Remission
259,445,14,38,25,Progressing
,92,18,10,42,Stable
345,,21,41,20,Progressing
146,159,5,10,,Progressing
496,259,46,17,20,Stable
257,286,6,11,10,Stable
419,405,43,15,,Remission
437,368,47,26,38,Stable
471,98,8,35,15,Progressing
460,164,19,16,32,Stable
186,204,36,48,26,Stable
416,186,,20,0,Stable
449,216,1,36,,Progressing
,370,21,30,15,Remission
125,248,47,44,4,Remission
336,120,35,34,45,Progressing
,56,4,26,17,Remission
191,249,6,22,40,Remission
286,,5,31,33,Progressing
74,,21,16,43,Progressing
339,,9,10,24,Remission
116,291,45,0,41,Stable
299,,39,27,33,Remission
457,230,45,17,14,Stable
167,303,45,48,,Progressing
122,150,,,3,Stable
331,400,27,19,24,Stable
453,136,22,6,40,Stable
497,,34,36,12,Progressing
409,,0,15,41,Remission
59,297,28,38,45,Remission
260,263,8,44,24,Stable
372,408,,44,,Remission
201,298,21,46,34,Progressing
54,,,22,,Progressing
244,460,15,31,8,Progressing
491,487,39,48,13,Progressing
332,,5,16,21,Remission
,53,12,18,47,Stable
320,137,32,41,8,Stable
212,200,18,33,23,Stable
154,225,14,13,22,Progressing
230,260,32,2,36,Remission
93,475,9,38,44,Remission
331,308,0,24,14,Remission
224,140,11,10,35,Remission
211,308,,48,13,Remission
400,,28,14,19,Remission
483,240,16,,38,Stable
389,130,3,42,35,Progressing
189,464,28,14,26,Stable
181,187,6,14,16,Remission
136,482,43,37,25,Progressing
225,399,12,14,40,Progressing
,,,8,3,Progressing
417,418,5,4,2,Progressing
178,454,33,18,18,Remission
,405,6,23,40,Remission
138,358,45,28,39,Progressing
115,392,27,4,38,Remission
207,279,45,21,6,Progressing
436,,,12,35,Remission
427,,3,49,18,Progressing
198,490,2,48,11,Remission
389,69,24,,19,Stable
482,418,,,37,Stable
165,98,,28,11,Remission
263,184,13,15,28,Remission
495,78,37,35,29,Stable
421,97,,16,19,Remission
343,,,19,3,Progressing
302,52,46,13,1,Remission
192,,39,49,46,Remission
299,65,36,5,29,Stable
415,,2,21,22,Stable
485,407,34,39,5,Remission
351,183,12,8,,Progressing
74,350,33,31,21,Remission
326,376,23,23,36,Progressing
426,182,0,32,3,Progressing
427,,11,12,42,Remission
438,432,7,34,10,Progressing
119,,18,5,40,Stable
162,354,8,48,,Progressing
412,318,27,39,10,Progressing
161,463,13,29,33,Progressing
413,74,26,,8,Stable
352,365,17,15,30,Stable
140,108,41,0,41,Remission
67,262,40,41,31,Progressing
198,205,5,17,42,Stable
276,363,32,21,34,Progressing
263,,36,25,48,Progressing
409,467,41,13,10,Remission
200,438,24,36,16,Progressing
241,259,12,48,35,Stable
,493,22,13,1,Remission
,476,,25,23,Remission
187,106,32,49,45,Progressing
394,234,20,35,14,Progressing
229,,33,22,27,Stable
249,258,35,1,2,Progressing
252,417,16,38,28,Stable
,478,9,6,,Progressing
241,391,,38,12,Stable
54,,43,44,49,Progressing
427,389,1,21,21,Remission
286,353,34,,30,Stable
230,301,,37,6,Remission
,,46,19,47,Remission
86,487,44,48,47,Remission
105,353,40,17,25,Remission
492,161,1,23,30,Stable
286,415,18,32,,Progressing
,55,15,44,37,Remission
,467,42,25,3,Progressing
246,240,43,,34,Stable
122,383,24,47,32,Progressing
108,481,0,41,2,Stable
,328,1,12,18,Progressing
51,431,,9,8,Stable
498,389,26,13,45,Stable
409,62,1,8,18,Progressing
237,352,29,10,18,Remission
356,93,9,2,25,Remission
79,154,18,39,12,Progressing
316,209,41,11,21,Remission
157,203,15,34,47,Remission
,291,12,38,,Stable
,230,47,45,23,Progressing
139,,,38,25,Remission
254,229,7,31,47,Remission
428,426,,,40,Remission
496,,,13,,Progressing
497,313,44,43,,Remission
494,,,0,6,Remission
430,263,38,26,49,Remission
487,199,20,36,1,Stable
269,,49,42,32,Progressing
427,140,37,0,11,Remission
143,169,40,44,,Stable
152,493,28,28,11,Progressing
272,302,5,23,9,Stable
,109,17,16,40,Stable
233,315,48,34,26,Progressing
,458,43,30,17,Remission
296,80,34,41,3,Remission
80,70,26,31,39,Stable
101,268,4,18,22,Progressing
394,130,6,,,Progressing
125,338,9,38,35,Remission
,80,9,19,29,Stable
,283,27,27,47,Remission
,454,35,2,20,Progressing
89,85,9,31,22,Progressing
150,498,49,21,20,Remission
160,,34,43,,Remission
,373,34,,38,Progressing
370,395,36,,12,Stable
,,47,14,39,Progressing
240,58,19,37,21,Stable
231,79,12,18,6,Remission
475,164,,30,23,Remission
454,350,44,25,4,Stable
384,53,18,4,49,Progressing
258,374,27,19,25,Progressing
71,286,37,,9,Stable
215,72,44,20,10,Stable
148,65,3,35,39,Stable
257,71,36,,37,Stable
57,121,18,19,10,Progressing
239,353,36,36,47,Remission
224,495,13,38,29,Progressing
322,493,30,35,3,Stable
66,279,27,10,1,Progressing
139,156,35,2,12,Stable
190,257,43,36,38,Stable
194,,37,19,16,Stable
215,,18,31,22,Stable
386,312,41,46,44,Progressing
127,100,0,24,9,Stable
478,114,22,20,12,Progressing
311,314,,49,41,Progressing
212,387,,15,38,Remission
415,350,3,47,,Progressing
63,427,40,41,28,Remission
,224,17,0,15,Remission
121,201,48,,2,Remission
494,315,46,42,35,Progressing
192,378,38,48,3,Remission
359,353,24,23,35,Stable
,212,17,46,15,Progressing
318,487,5,24,40,Stable
290,392,18,,,Progressing
464,416,11,37,41,Remission
294,287,24,46,27,Remission
212,248,,46,35,Progressing
109,65,0,38,22,Remission
55,358,4,34,11,Stable
246,,0,13,41,Stable
107,405,7,8,30,Remission
354,325,38,2,11,Progressing
456,288,46,37,31,Progressing
266,118,42,19,24,Stable
467,350,17,40,28,Remission
75,55,,32,18,Remission
352,269,8,40,21,Stable
54,303,4,43,,Progressing
69,482,3,31,32,Remission
439,344,,35,35,Progressing
,407,28,,44,Progressing
108,435,0,,,Stable
497,,29,4,45,Progressing
,344,44,48,15,Stable
195,167,0,29,1,Remission
437,454,2,16,7,Progressing
,217,21,5,12,Stable
298,300,7,14,29,Stable
63,131,17,,,Progressing
62,103,24,12,11,Stable
440,289,47,47,48,Remission
433,415,19,33,6,Progressing
93,61,30,29,47,Remission
424,258,,18,13,Stable
448,214,15,1,41,Remission
,415,1,43,34,Stable
112,343,16,11,27,Stable
288,448,9,,11,Remission
468,56,6,43,39,Progressing
386,127,41,,47,Progressing
468,483,8,10,23,Progressing
,114,16,1,0,Remission
453,151,8,0,16,Remission
149,406,8,27,37,Remission
212,349,36,,27,Remission
465,336,23,40,32,Progressing
171,220,38,29,,Progressing
481,126,10,6,46,Stable
93,97,7,21,44,Remission
409,304,24,25,5,Progressing
457,131,45,28,20,Progressing
366,432,,24,44,Progressing
430,258,9,9,3,Progressing
194,258,23,19,32,Progressing
376,494,47,13,9,Progressing
412,133,15,32,35,Remission
99,59,18,4,12,Stable
114,78,30,44,35,Stable
404,353,10,5,47,Remission
337,495,5,21,8,Progressing
,165,5,16,30,Remission
190,318,31,,3,Progressing
363,477,38,38,19,Progressing
177,96,47,,7,Progressing
447,408,12,27,26,Progressing
470,497,,1,35,Progressing
417,140,40,17,8,Remission
288,102,34,26,42,Remission
373,267,37,20,23,Stable
345,397,16,22,36,Progressing
236,126,2,6,40,Remission
257,253,33,47,39,Remission
269,93,11,18,29,Progressing
449,205,23,,25,Progressing
239,51,5,11,3,Remission
437,406,,45,0,Progressing
478,362,10,29,19,Remission
395,106,47,6,27,Stable
333,339,26,,44,Progressing
401,107,47,16,23,Stable
286,303,23,10,27,Stable
243,229,17,49,27,Stable
336,206,26,11,4,Progressing
,84,40,2,31,Stable
295,124,20,20,29,Remission
185,,33,13,20,Remission
329,338,32,14,41,Progressing
320,420,,41,15,Progressing
220,124,,40,7,Stable
208,378,,9,11,Progressing
250,127,23,35,,Remission
94,304,0,9,24,Remission
499,314,,16,,Remission
313,353,18,43,25,Progressing
120,116,21,24,35,Remission
413,270,42,26,16,Progressing
420,213,,32,26,Stable
152,424,4,10,21,Remission
174,269,8,12,44,Stable
362,221,46,0,37,Remission
335,303,20,30,34,Remission
279,259,27,32,45,Remission
195,237,45,20,6,Stable
419,240,3,15,2,Remission
246,438,23,38,5,Stable
422,264,7,22,12,Progressing
270,424,,9,45,Remission
472,135,33,47,14,Remission
109,155,19,32,25,Stable
147,381,15,21,47,Remission
220,,9,40,,Progressing
431,68,33,5,14,Remission
222,96,42,46,38,Progressing
200,114,,35,40,Progressing
399,195,29,46,46,Remission
,483,29,9,13,Remission
489,335,24,15,18,Progressing
171,431,45,12,27,Progressing
157,115,42,19,,Progressing
53,54,40,3,49,Remission
142,142,6,19,40,Stable
,402,46,,32,Remission
55,475,19,28,11,Stable
337,143,16,15,9,Stable
155,155,2,42,6,Remission
195,182,46,46,45,Stable
320,483,45,42,,Progressing
,390,39,22,14,Remission
427,363,35,29,,Stable
145,128,25,29,44,Progressing
,261,9,42,19,Stable
251,57,33,2,1,Stable
261,208,13,23,2,Progressing
55,317,7,48,35,Progressing
161,198,26,36,15,Remission
425,399,9,,28,Stable
428,495,49,41,43,Remission
496,140,14,31,35,Remission
372,285,36,36,43,Stable
155,338,21,11,38,Stable
188,459,44,7,2,Remission
348,405,,23,36,Progressing
450,217,30,43,,Remission
145,242,1,,11,Stable
437,236,44,31,19,Progressing
496,320,,33,22,Remission
386,163,13,34,21,Stable
346,434,9,31,31,Progressing
438,60,29,,6,Progressing
465,104,35,16,21,Progressing
263,307,46,1,43,Stable
340,114,39,25,1,Remission
71,221,14,43,13,Stable
242,321,13,16,15,Stable
199,,30,37,23,Progressing
417,411,28,,6,Remission
296,195,26,1,3,Progressing
316,480,,7,36,Stable
300,,8,45,45,Progressing
52,335,19,5,40,Stable
,59,34,8,4,Stable
365,276,14,0,1,Stable
125,,23,,4,Progressing
136,111,,38,2,Remission
319,134,15,8,,Progressing
274,183,35,13,7,Stable
67,,10,26,25,Progressing
162,346,7,,9,Stable
300,220,2,,33,Remission
282,262,18,28,,Remission
378,67,45,19,35,Stable
328,363,40,14,11,Remission
251,109,2,35,,Stable
132,137,35,,28,Progressing
174,76,24,22,13,Progressing
224,117,35,45,47,Remission
118,327,10,8,4,Remission
96,457,15,29,47,Stable
421,89,16,18,26,Remission
305,158,,37,3,Remission
264,123,23,2,28,Remission
79,115,16,49,,Stable
330,217,47,47,,Progressing
461,311,19,,29,Stable
286,417,,33,35,Stable
297,323,5,1,8,Remission
417,386,6,26,0,Progressing
74,407,13,22,47,Stable
123,286,10,41,,Remission
255,,,31,2,Stable
363,415,45,46,31,Remission
,335,4,34,23,Progressing
424,427,4,39,5,Progressing
176,198,19,17,12,Remission
474,367,14,26,48,Stable
74,443,25,10,14,Stable
383,425,32,38,29,Progressing
404,156,29,18,11,Stable
165,190,23,,39,Remission
97,125,22,6,47,Remission
275,58,8,30,34,Remission
315,245,2,1,27,Progressing
148,344,35,37,3,Progressing
60,,47,,,Progressing
134,430,6,13,46,Remission
454,167,21,17,42,Progressing
263,339,13,35,15,Remission
222,110,,3,21,Stable
440,474,28,23,45,Progressing
258,,49,12,44,Stable
,384,15,20,40,Stable
431,355,47,32,24,Progressing
113,437,33,19,49,Progressing
307,100,9,4,2,Stable
381,,6,23,21,Stable
170,171,24,34,30,Stable
347,216,26,29,36,Remission
103,57,14,27,21,Stable
380,418,31,44,26,Remission
,,,6,1,Progressing
,393,8,41,,Stable
292,294,6,34,16,Progressing
67,333,15,29,47,Stable
236,424,25,33,19,Progressing
395,156,34,38,23,Stable
193,76,16,8,44,Remission
311,242,22,11,30,Progressing
490,467,7,28,42,Progressing
413,386,1,9,7,Stable
480,406,30,26,4,Remission
288,111,31,18,1,Remission
353,111,28,12,3,Remission
347,471,2,,34,Stable
,331,7,36,33,Progressing
,170,1,31,2,Stable
382,329,30,14,,Remission
437,88,48,20,19,Remission
,429,,2,,Progressing
,326,19,7,5,Stable
364,143,28,5,46,Stable
460,480,16,28,4,Remission
332,164,9,,40,Progressing
128,225,40,16,37,Progressing
121,170,21,9,34,Remission
312,,5,32,30,Stable
240,436,42,12,12,Stable
416,465,,26,25,Progressing
424,212,30,41,21,Progressing
479,324,11,11,,Remission
112,447,11,,14,Progressing
429,225,15,9,10,Stable
61,386,24,20,15,Stable
190,428,21,22,46,Progressing
303,373,26,0,5,Remission
92,222,23,32,45,Stable
66,324,11,25,10,Stable
112,,17,,9,Remission
302,150,44,21,15,Progressing
425,371,46,24,11,Stable
341,115,15,0,6,Stable
57,380,3,25,38,Remission
374,94,11,,26,Progressing
139,136,48,40,23,Remission
257,116,32,23,,Remission
341,308,21,,14,Progressing
333,471,17,15,5,Stable
167,254,47,31,18,Remission
398,475,32,15,7,Stable
224,473,26,12,46,Stable
125,227,41,41,35,Stable
,,18,31,49,Stable
463,329,47,49,12,Remission
200,393,13,40,32,Progressing
449,66,24,43,31,Stable
319,345,33,23,27,Stable
120,251,23,,39,Stable
229,499,37,10,48,Progressing
173,221,22,14,9,Stable
430,,4,9,32,Progressing
342,311,43,41,0,Remission
334,243,35,40,20,Progressing
244,198,23,2,4,Stable
448,424,35,15,0,Remission
277,425,,43,20,Progressing
480,84,38,,24,Stable
479,418,5,24,19,Remission
485,78,44,,44,Remission
324,312,,46,8,Progressing
155,270,44,34,15,Stable
70,102,,36,27,Progressing
113,470,9,12,39,Remission
214,328,0,23,45,Remission
76,402,20,,48,Stable
360,441,39,25,35,Remission
334,125,38,8,38,Stable
197,225,,18,48,Progressing
330,59,2,,23,Remission
375,,46,6,15,Remission
368,329,30,44,13,Stable
213,267,26,21,47,Stable
435,224,16,29,33,Progressing
455,283,22,36,23,Stable
273,486,12,15,46,Remission
321,301,46,35,10,Progressing
195,344,26,4,,Progressing
487,371,19,28,35,Progressing
405,55,45,22,0,Stable
79,70,12,5,,Stable
94,122,43,35,11,Remission
324,379,23,32,20,Progressing
83,85,40,,8,Progressing
,436,2,40,38,Progressing
476,282,42,15,2,Remission
,265,9,33,15,Stable
423,255,0,,,Progressing
270,475,48,25,25,Stable
,478,12,36,45,Stable
71,93,13,12,12,Stable
229,140,,16,19,Stable
485,466,1,31,,Stable
416,365,1,31,26,Remission
469,,38,27,1,Stable
378,388,40,28,9,Progressing
,132,30,24,24,Progressing
452,382,3,46,18,Progressing
87,331,33,21,14,Remission
,70,18,26,38,Stable
165,277,36,43,46,Progressing
288,425,8,37,48,Progressing
384,179,23,19,23,Progressing
490,224,,44,15,Stable
197,157,43,49,16,Progressing
58,463,29,23,15,Stable
337,332,18,46,17,Progressing
437,120,40,46,,Progressing
99,453,9,7,3,Stable
387,99,41,13,1,Progressing
54,144,43,38,,Remission
,328,13,13,48,Stable
392,446,39,4,30,Progressing
175,386,47,46,1,Remission
124,181,48,20,,Remission
214,447,19,14,14,Stable
327,325,3,35,47,Progressing
491,429,37,32,42,Stable
373,62,43,16,,Remission
349,52,49,19,33,Remission
,273,38,0,39,Stable
126,224,4,15,31,Stable
347,436,,44,20,Progressing
186,,31,17,29,Remission
155,139,5,,23,Stable
144,457,13,22,43,Remission
,290,5,,13,Stable
,84,13,,27,Progressing
196,63,11,8,13,Remission
208,244,26,45,43,Progressing
433,446,25,29,33,Progressing
212,480,11,12,13,Remission
490,355,7,30,24,Stable
390,383,9,45,11,Progressing
,262,15,42,40,Progressing
464,459,25,12,39,Remission
388,52,7,31,,Remission
144,228,40,16,47,Remission
230,89,44,,41,Progressing
,213,28,0,6,Stable
371,356,19,4,14,Stable
236,284,16,,,Remission
,306,18,,,Progressing
187,409,16,44,30,Progressing
179,466,38,4,22,Progressing
243,440,0,36,5,Remission
365,422,28,22,27,Progressing
322,165,13,11,11,Progressing
401,101,16,33,46,Stable
193,425,12,22,21,Remission
,444,28,15,23,Remission
351,460,33,48,33,Remission
472,191,26,4,18,Progressing
294,135,45,,23,Progressing
464,95,32,46,19,Stable
156,381,28,27,33,Remission
137,287,36,5,46,Progressing
178,59,38,12,26,Stable
444,201,18,42,43,Progressing
424,,45,29,28,Progressing
390,67,23,25,0,Remission
53,135,13,,45,Remission
376,186,46,8,35,Progressing
459,450,36,15,42,Progressing
416,279,4,48,38,Progressing
355,,23,17,44,Progressing
,153,,12,45,Progressing
144,235,49,28,6,Remission
258,446,,42,42,Remission
274,227,29,44,19,Progressing
397,406,8,23,19,Progressing
370,,26,44,24,Remission
96,390,27,43,42,Progressing
230,356,41,45,20,Remission
155,85,25,12,8,Remission
248,376,17,24,26,Remission
,405,35,40,27,Remission
,,7,45,24,Stable
,444,17,0,35,Progressing
309,349,19,8,33,Progressing
157,,31,3,1,Progressing
68,286,28,27,8,Remission
459,334,48,11,18,Remission
345,379,47,23,14,Remission
355,99,17,45,20,Progressing
220,310,6,8,49,Remission
380,159,0,34,15,Stable
244,246,27,37,1,Progressing
61,427,32,34,25,Stable
244,301,49,32,43,Stable
332,137,3,34,28,Progressing
418,362,19,,32,Stable
231,,35,19,,Stable
499,,30,,45,Remission
354,193,37,43,26,Stable
193,,27,25,6,Remission
435,,2,41,48,Stable
365,317,5,12,14,Progressing
231,124,44,29,16,Progressing
79,52,22,31,8,Progressing
,112,,35,12,Progressing
215,285,35,18,31,Remission
333,497,0,21,1,Stable
330,,5,0,31,Stable
145,278,23,10,,Progressing
430,439,36,25,19,Remission
315,324,44,47,42,Remission
,67,35,18,18,Progressing
347,129,23,18,45,Stable
345,264,37,11,26,Progressing
274,220,44,2,35,Stable
382,378,28,,29,Progressing
410,304,36,,10,Stable
,436,,4,15,Remission
91,175,31,47,25,Progressing
352,,,23,29,Stable
470,121,9,,1,Stable
295,,34,37,33,Stable
257,,24,2,40,Stable
286,253,26,5,,Remission
71,221,44,11,30,Stable
234,272,31,,20,Remission
291,266,,38,35,Stable
412,294,3,25,39,Remission
332,385,41,0,22,Remission
90,240,25,15,25,Stable
385,347,2,47,17,Remission
211,369,16,48,,Progressing
209,231,8,46,33,Stable
138,383,28,8,21,Progressing
371,432,0,4,27,Remission
,254,17,7,42,Remission
473,410,40,20,48,Progressing
122,248,19,32,6,Stable
125,381,40,,39,Progressing
395,214,33,42,41,Remission
250,291,27,19,,Stable
59,437,47,44,34,Progressing
,179,34,21,12,Progressing
275,,15,12,48,Stable
225,171,20,38,12,Progressing
325,93,12,,30,Stable
,245,34,17,18,Stable
,407,41,,28,Progressing
115,253,31,32,21,Stable
370,,49,43,40,Stable
